invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I218334,C264941,Male,46,Clothing,5,1500.4,Credit Card,3/21/2022,Zorlu Center
I229194,C105662,Female,46,Clothing,5,1500.4,Credit Card,2/10/2022,Mall of Istanbul
I130388,C143216,Female,46,Clothing,5,1500.4,Credit Card,3/11/2022,Mall of Istanbul
I523551,C643234,Male,46,Clothing,5,1500.4,Credit Card,1/19/2022,Forum Istanbul
I199185,C170149,Male,46,Clothing,5,1500.4,Credit Card,2/12/2022,Zorlu Center
I287853,C337879,Male,46,Clothing,5,1500.4,Cash,2/19/2022,Kanyon
I432348,C142639,Male,46,Clothing,5,1500.4,Credit Card,3/6/2022,Kanyon
I243620,C919000,Female,46,Clothing,5,1500.4,Credit Card,3/21/2022,Kanyon
I241848,C246118,Male,46,Clothing,5,1500.4,Cash,1/5/2022,Mall of Istanbul
I820388,C160181,Male,46,Books,3,45.45,Cash,3/21/2022,Metrocity
I204430,C821059,Male,46,Books,3,45.45,Cash,1/10/2022,Zorlu Center
I264508,C204609,Male,46,Books,1,15.15,Cash,2/11/2022,Mall of Istanbul
I148751,C308154,Male,46,Books,1,15.15,Credit Card,2/2/2022,Forum Istanbul
I503928,C146336,Male,46,Books,1,15.15,Credit Card,3/17/2022,Metrocity
I124973,C619390,Female,46,Books,2,30.3,Debit Card,3/4/2022,Mall of Istanbul
I268558,C154471,Female,46,Shoes,3,1800.51,Cash,3/18/2022,Kanyon
I245796,C124297,Male,46,Shoes,3,1800.51,Credit Card,1/28/2022,Kanyon
I244664,C296964,Female,46,Shoes,3,1800.51,Credit Card,3/7/2022,Metrocity
I248140,C668298,Female,46,Shoes,3,1800.51,Cash,2/5/2022,Metrocity
I295198,C231425,Female,46,Food & Beverage,3,15.69,Debit Card,3/11/2022,Forum Istanbul
I335632,C224699,Male,46,Food & Beverage,3,15.69,Cash,3/7/2022,Metrocity
I178854,C301969,Female,46,Food & Beverage,3,15.69,Cash,2/5/2022,Metrocity
I152461,C333855,Male,46,Food & Beverage,3,15.69,Credit Card,1/5/2022,Metrocity
I600047,C849737,Male,46,Food & Beverage,3,15.69,Cash,1/18/2022,Mall of Istanbul
I251966,C252756,Male,46,Clothing,1,300.08,Credit Card,3/18/2022,Mall of Istanbul
I832500,C156134,Male,46,Clothing,1,300.08,Credit Card,2/17/2022,Kanyon
I881230,C189440,Female,46,Clothing,1,300.08,Cash,3/5/2022,Mall of Istanbul
I166838,C133307,Female,46,Clothing,1,300.08,Cash,3/10/2022,Kanyon
I825080,C997874,Female,46,Clothing,1,300.08,Debit Card,2/22/2022,Zorlu Center
I161315,C187378,Female,46,Clothing,1,300.08,Cash,2/25/2022,Metrocity
I212554,C932827,Female,46,Clothing,1,300.08,Debit Card,3/11/2022,Metrocity
I253134,C234415,Male,46,Clothing,1,300.08,Cash,2/10/2022,Zorlu Center
I159108,C739616,Female,46,Clothing,1,300.08,Cash,3/6/2022,Metrocity
I193909,C212798,Female,46,Clothing,1,300.08,Cash,2/3/2022,Kanyon
I661102,C163884,Female,46,Clothing,1,300.08,Cash,3/16/2022,Mall of Istanbul
I773407,C310620,Male,46,Clothing,1,300.08,Credit Card,3/13/2022,Mall of Istanbul
I450781,C889376,Female,46,Clothing,2,600.16,Cash,3/10/2022,Mall of Istanbul
I309613,C252774,Female,46,Clothing,2,600.16,Cash,1/10/2022,Metrocity
I163855,C299524,Female,46,Clothing,2,600.16,Cash,2/24/2022,Mall of Istanbul
I467819,C747747,Male,46,Clothing,2,600.16,Credit Card,3/14/2022,Mall of Istanbul
I216106,C176122,Female,46,Clothing,2,600.16,Credit Card,1/28/2022,Metrocity
I339719,C311389,Male,46,Clothing,2,600.16,Credit Card,3/13/2022,Kanyon
I109571,C140611,Female,46,Clothing,2,600.16,Credit Card,1/28/2022,Mall of Istanbul
I251019,C244407,Female,46,Clothing,2,600.16,Credit Card,2/19/2022,Zorlu Center
I419683,C249420,Female,46,Clothing,2,600.16,Cash,2/13/2022,Mall of Istanbul
I277863,C275095,Female,46,Clothing,2,600.16,Credit Card,2/25/2022,Kanyon
I279193,C157755,Male,46,Clothing,2,600.16,Debit Card,2/11/2022,Metrocity
I306584,C238852,Male,46,Clothing,2,600.16,Cash,1/6/2022,Mall of Istanbul
I190312,C220084,Female,46,Clothing,4,1200.32,Debit Card,2/16/2022,Kanyon
I299834,C840024,Male,46,Clothing,4,1200.32,Cash,2/26/2022,Mall of Istanbul
I238334,C281947,Male,46,Clothing,4,1200.32,Cash,1/4/2022,Mall of Istanbul
I314212,C735452,Female,46,Clothing,4,1200.32,Credit Card,2/19/2022,Kanyon
I737826,C205913,Female,46,Clothing,4,1200.32,Cash,1/4/2022,Metrocity
I486348,C105551,Female,46,Clothing,4,1200.32,Credit Card,1/21/2022,Mall of Istanbul
I226969,C211212,Female,46,Clothing,4,1200.32,Credit Card,3/28/2022,Kanyon
I165563,C339667,Female,46,Clothing,4,1200.32,Credit Card,3/5/2022,Kanyon
I289766,C391245,Male,46,Clothing,4,1200.32,Cash,3/27/2022,Mall of Istanbul
I250268,C331598,Female,46,Toys,3,107.52,Credit Card,1/16/2022,Mall of Istanbul
I785035,C293895,Female,46,Toys,3,107.52,Cash,2/11/2022,Kanyon
I163853,C189436,Female,46,Toys,3,107.52,Cash,3/21/2022,Forum Istanbul
I802113,C104264,Female,46,Toys,3,107.52,Credit Card,2/25/2022,Metrocity
I115514,C513092,Female,46,Toys,3,107.52,Debit Card,3/31/2022,Kanyon
I107109,C123490,Male,46,Food & Beverage,1,5.23,Cash,1/3/2022,Metrocity
I389784,C168393,Male,46,Food & Beverage,1,5.23,Cash,3/19/2022,Metrocity
I310101,C947821,Female,46,Food & Beverage,1,5.23,Cash,3/1/2022,Mall of Istanbul
I873427,C112577,Female,46,Food & Beverage,1,5.23,Cash,2/1/2022,Mall of Istanbul
I431646,C194419,Female,46,Food & Beverage,2,10.46,Credit Card,3/21/2022,Kanyon
I238260,C224694,Male,46,Food & Beverage,2,10.46,Cash,2/27/2022,Kanyon
I322750,C333929,Female,46,Food & Beverage,2,10.46,Credit Card,1/24/2022,Mall of Istanbul
I137065,C736428,Female,46,Food & Beverage,4,20.92,Cash,1/1/2022,Mall of Istanbul
I224642,C581271,Male,46,Food & Beverage,4,20.92,Credit Card,3/30/2022,Metrocity
I325829,C195219,Male,46,Food & Beverage,4,20.92,Credit Card,1/13/2022,Forum Istanbul
I275584,C457631,Male,46,Food & Beverage,4,20.92,Cash,2/26/2022,Mall of Istanbul
I584335,C387670,Female,46,Food & Beverage,4,20.92,Cash,1/12/2022,Forum Istanbul
I244668,C838850,Male,46,Toys,1,35.84,Cash,1/25/2022,Mall of Istanbul
I785982,C140165,Male,46,Toys,2,71.68,Credit Card,1/28/2022,Metrocity
I309974,C943460,Male,46,Toys,2,71.68,Credit Card,1/14/2022,Mall of Istanbul
I221104,C244173,Female,46,Toys,4,143.36,Debit Card,1/30/2022,Kanyon
I122971,C198463,Female,46,Toys,4,143.36,Cash,3/12/2022,Kanyon
I306342,C839622,Female,46,Toys,4,143.36,Credit Card,1/7/2022,Metrocity
I324588,C581054,Female,46,Toys,4,143.36,Debit Card,3/4/2022,Kanyon
I105619,C807752,Male,46,Souvenir,2,23.46,Credit Card,1/13/2022,Mall of Istanbul
I292420,C256816,Female,46,Souvenir,4,46.92,Debit Card,3/10/2022,Metrocity
I221541,C121911,Female,46,Souvenir,4,46.92,Debit Card,2/19/2022,Metrocity
I421701,C201186,Male,46,Souvenir,4,46.92,Cash,3/19/2022,Mall of Istanbul
I191345,C265389,Female,46,Souvenir,4,46.92,Credit Card,3/21/2022,Kanyon
I322066,C240590,Male,47,Technology,1,1050,Credit Card,1/5/2022,Kanyon
I571798,C253224,Female,47,Technology,4,4200,Cash,1/22/2022,Mall of Istanbul
I163004,C802972,Female,47,Technology,3,3150,Cash,2/18/2022,Metrocity
I309610,C194857,Male,47,Technology,3,3150,Credit Card,3/22/2022,Mall of Istanbul
I137968,C994118,Male,47,Technology,3,3150,Credit Card,1/24/2022,Forum Istanbul
I308703,C259892,Male,47,Books,5,75.75,Cash,3/29/2022,Mall of Istanbul
I840836,C127782,Male,47,Cosmetics,1,40.66,Credit Card,3/26/2022,Metrocity
I120763,C838365,Male,47,Cosmetics,1,40.66,Credit Card,1/30/2022,Mall of Istanbul
I505411,C324346,Female,47,Cosmetics,1,40.66,Cash,1/20/2022,Kanyon
I583235,C264967,Male,47,Cosmetics,1,40.66,Cash,3/28/2022,Kanyon
I252790,C152097,Male,47,Cosmetics,1,40.66,Credit Card,2/3/2022,Kanyon
I283244,C318795,Female,47,Cosmetics,1,40.66,Cash,1/29/2022,Mall of Istanbul
I209041,C905915,Female,47,Cosmetics,1,40.66,Credit Card,3/21/2022,Metrocity
I221313,C119236,Male,47,Cosmetics,1,40.66,Cash,3/15/2022,Metrocity
I183643,C200802,Female,47,Cosmetics,2,81.32,Credit Card,3/12/2022,Zorlu Center
I309311,C297980,Female,47,Cosmetics,2,81.32,Credit Card,3/22/2022,Kanyon
I312492,C111819,Male,47,Cosmetics,2,81.32,Cash,3/13/2022,Forum Istanbul
I129102,C105246,Male,47,Cosmetics,2,81.32,Cash,3/29/2022,Metrocity
I316869,C196274,Male,47,Cosmetics,2,81.32,Cash,1/20/2022,Zorlu Center
I306604,C826074,Female,47,Cosmetics,4,162.64,Cash,3/28/2022,Zorlu Center
I476943,C230087,Female,47,Cosmetics,4,162.64,Cash,3/23/2022,Mall of Istanbul
I323606,C186704,Female,47,Cosmetics,3,121.98,Cash,3/23/2022,Mall of Istanbul
I591547,C165496,Male,47,Cosmetics,3,121.98,Debit Card,3/13/2022,Kanyon
I127521,C229070,Female,47,Cosmetics,3,121.98,Credit Card,2/28/2022,Mall of Istanbul
I167708,C179428,Female,47,Cosmetics,3,121.98,Debit Card,3/15/2022,Kanyon
I595763,C310408,Female,47,Shoes,5,3000.85,Credit Card,3/9/2022,Mall of Istanbul
I177801,C205043,Male,47,Shoes,5,3000.85,Debit Card,1/5/2022,Zorlu Center
I955354,C557513,Female,47,Shoes,5,3000.85,Debit Card,3/29/2022,Mall of Istanbul
I160076,C550185,Male,47,Clothing,3,900.24,Cash,1/30/2022,Metrocity
I276929,C205933,Male,47,Clothing,3,900.24,Cash,2/26/2022,Kanyon
I672188,C267978,Female,47,Clothing,3,900.24,Cash,3/22/2022,Mall of Istanbul
I130150,C326182,Female,47,Clothing,3,900.24,Cash,1/25/2022,Metrocity
I178679,C383927,Female,47,Clothing,3,900.24,Cash,2/7/2022,Kanyon
I324971,C940573,Female,47,Clothing,3,900.24,Cash,3/25/2022,Metrocity
I182003,C422210,Female,47,Clothing,3,900.24,Credit Card,1/16/2022,Kanyon
I764440,C117232,Female,47,Clothing,3,900.24,Cash,2/7/2022,Mall of Istanbul
I336480,C633976,Female,47,Clothing,3,900.24,Debit Card,1/15/2022,Kanyon
I362760,C684266,Male,47,Clothing,3,900.24,Cash,1/25/2022,Metrocity
I188812,C163993,Female,47,Food & Beverage,5,26.15,Debit Card,1/29/2022,Kanyon
I266618,C400808,Female,47,Food & Beverage,5,26.15,Debit Card,3/17/2022,Metrocity
I227698,C325688,Male,47,Food & Beverage,5,26.15,Credit Card,3/11/2022,Forum Istanbul
I286778,C124943,Female,47,Food & Beverage,5,26.15,Credit Card,1/8/2022,Kanyon
I105238,C233415,Female,47,Toys,5,179.2,Credit Card,2/8/2022,Forum Istanbul
I175207,C156090,Female,47,Toys,5,179.2,Credit Card,1/8/2022,Kanyon
I221558,C760339,Female,47,Toys,5,179.2,Cash,2/25/2022,Kanyon
I160430,C173528,Male,47,Toys,5,179.2,Cash,1/27/2022,Mall of Istanbul
I175747,C584413,Male,47,Toys,5,179.2,Debit Card,3/30/2022,Kanyon
I316866,C116819,Male,47,Toys,5,179.2,Credit Card,1/20/2022,Forum Istanbul
I336398,C888800,Male,47,Shoes,1,600.17,Cash,3/26/2022,Mall of Istanbul
I301545,C180802,Male,47,Shoes,2,1200.34,Credit Card,1/29/2022,Mall of Istanbul
I154997,C163974,Male,47,Shoes,2,1200.34,Credit Card,1/17/2022,Forum Istanbul
I164558,C208979,Male,47,Shoes,2,1200.34,Cash,3/1/2022,Metrocity
I102268,C298559,Female,47,Shoes,4,2400.68,Cash,1/31/2022,Zorlu Center
I138566,C149602,Male,47,Shoes,4,2400.68,Credit Card,1/2/2022,Metrocity
I141393,C898568,Male,47,Shoes,4,2400.68,Cash,3/11/2022,Kanyon
I115531,C990252,Female,47,Cosmetics,5,203.3,Cash,3/4/2022,Mall of Istanbul
I793764,C627977,Male,47,Cosmetics,5,203.3,Debit Card,2/24/2022,Kanyon
I154006,C321893,Male,47,Clothing,5,1500.4,Cash,1/7/2022,Kanyon
I294349,C164559,Male,47,Clothing,5,1500.4,Debit Card,3/9/2022,Metrocity
I242615,C306449,Female,47,Clothing,5,1500.4,Debit Card,2/1/2022,Mall of Istanbul
I155034,C849350,Male,47,Clothing,5,1500.4,Credit Card,3/28/2022,Metrocity
I246483,C265853,Male,47,Clothing,5,1500.4,Credit Card,1/29/2022,Metrocity
I111991,C130104,Female,47,Clothing,5,1500.4,Cash,3/6/2022,Kanyon
I138332,C208523,Male,47,Clothing,5,1500.4,Credit Card,2/5/2022,Mall of Istanbul
I168804,C283698,Male,47,Clothing,5,1500.4,Debit Card,1/1/2022,Forum Istanbul
I280649,C328233,Female,47,Clothing,5,1500.4,Debit Card,2/10/2022,Metrocity
I316809,C319674,Male,47,Books,3,45.45,Debit Card,2/7/2022,Kanyon
I255797,C135785,Female,47,Books,1,15.15,Credit Card,1/23/2022,Kanyon
I333996,C185199,Female,47,Books,4,60.6,Cash,1/9/2022,Mall of Istanbul
I197818,C330906,Male,47,Shoes,3,1800.51,Credit Card,2/10/2022,Mall of Istanbul
I912035,C180120,Female,47,Shoes,3,1800.51,Cash,3/10/2022,Kanyon
I669633,C406772,Male,47,Food & Beverage,3,15.69,Cash,1/10/2022,Kanyon
I157404,C207455,Male,47,Food & Beverage,3,15.69,Credit Card,3/27/2022,Mall of Istanbul
I333956,C104933,Male,47,Clothing,1,300.08,Cash,1/9/2022,Mall of Istanbul
I653145,C181908,Female,47,Clothing,1,300.08,Credit Card,3/11/2022,Mall of Istanbul
I845356,C133444,Female,47,Clothing,1,300.08,Debit Card,1/18/2022,Zorlu Center
I172296,C971219,Male,47,Clothing,1,300.08,Cash,3/16/2022,Mall of Istanbul
I143306,C148210,Female,47,Clothing,1,300.08,Credit Card,1/1/2022,Kanyon
I839781,C239487,Female,47,Clothing,2,600.16,Debit Card,2/13/2022,Kanyon
I224350,C333421,Male,47,Clothing,2,600.16,Cash,1/3/2022,Kanyon
I853427,C102761,Male,47,Clothing,2,600.16,Credit Card,2/8/2022,Metrocity
I299708,C664738,Female,47,Clothing,2,600.16,Cash,1/30/2022,Kanyon
I293053,C178024,Female,47,Clothing,2,600.16,Credit Card,3/10/2022,Metrocity
I152004,C311405,Female,47,Clothing,2,600.16,Credit Card,1/31/2022,Kanyon
I266121,C198568,Male,47,Clothing,4,1200.32,Cash,1/5/2022,Kanyon
I135323,C338544,Female,47,Clothing,4,1200.32,Credit Card,3/17/2022,Mall of Istanbul
I477613,C157587,Female,47,Clothing,4,1200.32,Debit Card,3/2/2022,Zorlu Center
I235928,C947037,Male,47,Clothing,4,1200.32,Debit Card,3/7/2022,Mall of Istanbul
I257797,C145906,Female,47,Toys,3,107.52,Cash,3/16/2022,Mall of Istanbul
I227187,C314940,Female,47,Toys,3,107.52,Debit Card,3/7/2022,Mall of Istanbul
I274666,C224536,Female,47,Toys,3,107.52,Cash,2/26/2022,Kanyon
I464162,C675140,Male,47,Toys,3,107.52,Credit Card,1/24/2022,Metrocity
I311965,C291630,Female,47,Food & Beverage,1,5.23,Cash,2/28/2022,Zorlu Center
I289065,C329563,Female,47,Food & Beverage,2,10.46,Credit Card,2/19/2022,Zorlu Center
I267884,C671135,Female,47,Food & Beverage,2,10.46,Credit Card,3/14/2022,Kanyon
I662663,C193717,Female,47,Food & Beverage,4,20.92,Debit Card,3/29/2022,Metrocity
I329598,C314209,Female,47,Food & Beverage,4,20.92,Cash,2/8/2022,Forum Istanbul
I247610,C489154,Female,47,Food & Beverage,4,20.92,Cash,3/16/2022,Mall of Istanbul
I171389,C256522,Female,47,Food & Beverage,4,20.92,Cash,1/13/2022,Kanyon
I174939,C979526,Male,47,Toys,1,35.84,Debit Card,1/7/2022,Metrocity
I347595,C334158,Female,47,Toys,1,35.84,Debit Card,1/30/2022,Mall of Istanbul
I891754,C179774,Female,47,Toys,1,35.84,Cash,1/14/2022,Mall of Istanbul
I787291,C959246,Female,47,Toys,2,71.68,Cash,3/19/2022,Kanyon
I204347,C135078,Female,47,Toys,4,143.36,Cash,2/17/2022,Mall of Istanbul
I288595,C118946,Female,47,Toys,4,143.36,Credit Card,3/23/2022,Kanyon
I284730,C262434,Female,47,Souvenir,4,46.92,Cash,3/6/2022,Forum Istanbul
I219071,C116986,Female,48,Technology,4,4200,Cash,1/15/2022,Kanyon
I287163,C135005,Female,48,Technology,4,4200,Debit Card,1/7/2022,Kanyon
I195097,C411244,Female,48,Technology,5,5250,Credit Card,2/7/2022,Mall of Istanbul
I539476,C382306,Female,48,Technology,3,3150,Cash,3/12/2022,Mall of Istanbul
I768305,C300223,Male,48,Books,5,75.75,Cash,3/18/2022,Metrocity
I321870,C175704,Female,48,Books,5,75.75,Cash,2/9/2022,Mall of Istanbul
I318813,C219451,Female,48,Cosmetics,1,40.66,Cash,1/1/2022,Forum Istanbul
I486486,C317018,Female,48,Cosmetics,1,40.66,Cash,1/20/2022,Mall of Istanbul
I210642,C318298,Female,48,Cosmetics,1,40.66,Cash,3/5/2022,Mall of Istanbul
I155725,C109140,Male,48,Cosmetics,1,40.66,Cash,3/30/2022,Kanyon
I673721,C245358,Female,48,Cosmetics,2,81.32,Credit Card,3/21/2022,Mall of Istanbul
I282312,C196143,Male,48,Cosmetics,2,81.32,Cash,2/5/2022,Kanyon
I572281,C139675,Female,48,Cosmetics,2,81.32,Cash,2/11/2022,Metrocity
I805520,C488994,Female,48,Cosmetics,4,162.64,Credit Card,2/23/2022,Metrocity
I219175,C328577,Female,48,Cosmetics,4,162.64,Credit Card,3/8/2022,Mall of Istanbul
I873022,C180621,Female,48,Cosmetics,4,162.64,Cash,2/10/2022,Mall of Istanbul
I298308,C151243,Female,48,Cosmetics,4,162.64,Cash,3/20/2022,Forum Istanbul
I312273,C249453,Female,48,Cosmetics,4,162.64,Credit Card,2/22/2022,Mall of Istanbul
I175754,C142205,Male,48,Cosmetics,4,162.64,Cash,2/24/2022,Forum Istanbul
I101743,C158928,Male,48,Cosmetics,3,121.98,Cash,3/31/2022,Metrocity
I225957,C320699,Female,48,Shoes,5,3000.85,Debit Card,1/16/2022,Kanyon
I235763,C210142,Female,48,Clothing,3,900.24,Credit Card,3/10/2022,Kanyon
I201576,C346646,Male,48,Clothing,3,900.24,Cash,3/31/2022,Kanyon
I209662,C240981,Female,48,Clothing,3,900.24,Credit Card,3/6/2022,Mall of Istanbul
I105385,C373941,Female,48,Clothing,3,900.24,Cash,2/1/2022,Mall of Istanbul
I245572,C331054,Female,48,Clothing,3,900.24,Cash,3/17/2022,Kanyon
I249494,C204241,Female,48,Clothing,3,900.24,Debit Card,3/13/2022,Mall of Istanbul
I285484,C431441,Male,48,Clothing,3,900.24,Credit Card,2/8/2022,Mall of Istanbul
I325334,C128252,Female,48,Clothing,3,900.24,Credit Card,2/23/2022,Kanyon
I179371,C159992,Female,48,Clothing,3,900.24,Credit Card,1/2/2022,Mall of Istanbul
I180117,C212143,Female,48,Clothing,3,900.24,Cash,2/24/2022,Forum Istanbul
I133881,C176031,Female,48,Clothing,3,900.24,Debit Card,2/21/2022,Metrocity
I791124,C156844,Female,48,Clothing,3,900.24,Debit Card,2/6/2022,Kanyon
I170582,C201778,Male,48,Food & Beverage,5,26.15,Debit Card,1/21/2022,Kanyon
I191718,C251770,Male,48,Food & Beverage,5,26.15,Debit Card,1/28/2022,Mall of Istanbul
I146322,C161267,Male,48,Toys,5,179.2,Cash,1/4/2022,Zorlu Center
I628513,C950020,Male,48,Toys,5,179.2,Cash,2/17/2022,Mall of Istanbul
I631796,C105787,Female,48,Toys,5,179.2,Credit Card,3/18/2022,Metrocity
I305541,C163004,Female,48,Shoes,1,600.17,Credit Card,1/29/2022,Zorlu Center
I277153,C128376,Male,48,Shoes,1,600.17,Cash,1/20/2022,Kanyon
I473669,C316318,Male,48,Shoes,1,600.17,Debit Card,3/29/2022,Mall of Istanbul
I317232,C720191,Female,48,Shoes,1,600.17,Credit Card,1/29/2022,Mall of Istanbul
I553891,C784281,Female,48,Shoes,1,600.17,Credit Card,1/15/2022,Metrocity
I262696,C335262,Male,48,Shoes,1,600.17,Credit Card,1/30/2022,Kanyon
I289392,C211099,Male,48,Shoes,4,2400.68,Debit Card,3/26/2022,Mall of Istanbul
I933662,C318531,Male,48,Shoes,4,2400.68,Cash,3/30/2022,Metrocity
I886200,C780280,Female,48,Shoes,4,2400.68,Cash,2/10/2022,Kanyon
I191474,C299788,Male,48,Shoes,4,2400.68,Credit Card,1/20/2022,Forum Istanbul
I978407,C229245,Female,48,Shoes,4,2400.68,Credit Card,3/21/2022,Kanyon
I880555,C340251,Male,48,Cosmetics,5,203.3,Debit Card,1/19/2022,Mall of Istanbul
I295429,C228525,Male,48,Cosmetics,5,203.3,Cash,3/21/2022,Kanyon
I314621,C120509,Female,48,Cosmetics,5,203.3,Debit Card,1/8/2022,Kanyon
I232335,C189424,Male,48,Clothing,5,1500.4,Credit Card,1/15/2022,Metrocity
I913291,C199304,Female,48,Clothing,5,1500.4,Credit Card,2/25/2022,Kanyon
I205491,C207896,Male,48,Clothing,5,1500.4,Credit Card,1/21/2022,Mall of Istanbul
I663176,C313035,Male,48,Clothing,5,1500.4,Debit Card,1/16/2022,Mall of Istanbul
I186688,C557732,Male,48,Clothing,5,1500.4,Credit Card,3/26/2022,Mall of Istanbul
I305866,C234835,Female,48,Clothing,5,1500.4,Credit Card,3/19/2022,Metrocity
I927856,C136258,Male,48,Clothing,5,1500.4,Credit Card,3/29/2022,Zorlu Center
I308480,C330145,Male,48,Clothing,5,1500.4,Credit Card,1/29/2022,Mall of Istanbul
I232714,C194211,Male,48,Clothing,5,1500.4,Cash,2/14/2022,Metrocity
I331248,C141096,Male,48,Clothing,5,1500.4,Cash,3/29/2022,Metrocity
I156782,C540688,Male,48,Clothing,5,1500.4,Cash,2/10/2022,Metrocity
I304035,C187322,Female,48,Clothing,5,1500.4,Cash,3/27/2022,Metrocity
I216701,C894584,Male,48,Clothing,5,1500.4,Debit Card,2/12/2022,Metrocity
I295312,C448002,Female,48,Books,3,45.45,Cash,1/5/2022,Kanyon
I279825,C251972,Male,48,Books,1,15.15,Cash,3/3/2022,Forum Istanbul
I303009,C134411,Male,48,Books,2,30.3,Credit Card,3/18/2022,Forum Istanbul
I176383,C628383,Male,48,Books,4,60.6,Debit Card,2/28/2022,Forum Istanbul
I190243,C769914,Female,48,Books,4,60.6,Debit Card,1/3/2022,Mall of Istanbul
I328283,C192699,Male,48,Shoes,3,1800.51,Credit Card,1/30/2022,Mall of Istanbul
I289361,C180516,Male,48,Shoes,3,1800.51,Cash,2/17/2022,Mall of Istanbul
I144919,C284496,Female,48,Shoes,3,1800.51,Debit Card,1/3/2022,Kanyon
I177418,C197592,Male,48,Food & Beverage,3,15.69,Cash,2/12/2022,Metrocity
I938791,C136419,Female,48,Food & Beverage,3,15.69,Debit Card,1/20/2022,Kanyon
I851521,C303010,Male,48,Food & Beverage,3,15.69,Debit Card,2/12/2022,Metrocity
I157206,C182441,Female,48,Food & Beverage,3,15.69,Credit Card,1/11/2022,Mall of Istanbul
I157775,C331761,Male,48,Clothing,1,300.08,Cash,3/19/2022,Kanyon
I245920,C464197,Female,48,Clothing,1,300.08,Debit Card,2/16/2022,Kanyon
I300843,C292430,Female,48,Clothing,1,300.08,Credit Card,3/7/2022,Mall of Istanbul
I729295,C118579,Female,48,Clothing,1,300.08,Credit Card,2/13/2022,Kanyon
I171932,C159918,Female,48,Clothing,1,300.08,Credit Card,1/4/2022,Metrocity
I134852,C326905,Female,48,Clothing,1,300.08,Credit Card,1/1/2022,Forum Istanbul
I234364,C598625,Male,48,Clothing,1,300.08,Cash,1/29/2022,Mall of Istanbul
I309677,C227555,Female,48,Clothing,1,300.08,Cash,2/6/2022,Metrocity
I565512,C275040,Female,48,Clothing,1,300.08,Credit Card,1/24/2022,Mall of Istanbul
I597107,C984061,Female,48,Clothing,1,300.08,Credit Card,1/31/2022,Mall of Istanbul
I186888,C278656,Male,48,Clothing,1,300.08,Credit Card,2/25/2022,Forum Istanbul
I169426,C311582,Male,48,Clothing,1,300.08,Cash,2/16/2022,Metrocity
I121623,C238869,Male,48,Clothing,1,300.08,Cash,1/5/2022,Kanyon
I213606,C312670,Female,48,Clothing,1,300.08,Credit Card,2/25/2022,Metrocity
I247146,C204068,Female,48,Clothing,2,600.16,Credit Card,3/15/2022,Mall of Istanbul
I137430,C303698,Male,48,Clothing,2,600.16,Credit Card,3/14/2022,Zorlu Center
I182947,C137645,Female,48,Clothing,2,600.16,Debit Card,1/24/2022,Metrocity
I329047,C154140,Female,48,Clothing,2,600.16,Cash,2/3/2022,Forum Istanbul
I201116,C331904,Female,48,Clothing,2,600.16,Credit Card,2/1/2022,Zorlu Center
I124255,C138665,Male,48,Clothing,2,600.16,Debit Card,3/6/2022,Metrocity
I254523,C213261,Female,48,Clothing,2,600.16,Cash,3/31/2022,Metrocity
I245992,C181194,Male,48,Clothing,2,600.16,Credit Card,3/30/2022,Mall of Istanbul
